train_loss,train_dice,train_iou,val_loss,val_dice,val_iou
0.6874225428610137,0.36091729667451644,0.2233167588710785,0.6777926385402679,0.3419043719768524,0.2078198492527008
0.5597263863592437,0.6477685703171624,0.495536466439565,0.579614520072937,0.6775954961776733,0.5223720818758011
0.4967815713448958,0.7482140064239502,0.6070210536321005,0.5125631093978882,0.7347595691680908,0.5882343053817749
0.4373845160007477,0.7794418666097853,0.6440945400132073,0.43969275057315826,0.7673557102680206,0.6326310634613037
0.39448145393169287,0.8275498085551791,0.7087867458661398,0.3970033675432205,0.8061133027076721,0.6798075437545776
0.3631808974526145,0.8381871316168044,0.7228478921784295,0.366752952337265,0.830350250005722,0.7128539085388184
0.3469744126001994,0.8453330993652344,0.73337811893887,0.3457362949848175,0.8429362773895264,0.7310082912445068
0.32969500079299463,0.8583314418792725,0.752709236409929,0.3302474170923233,0.8532935380935669,0.7458573579788208
0.32424638849316223,0.8579554756482443,0.7526601486735873,0.32314880192279816,0.8501613736152649,0.742137223482132
0.31257358012777386,0.8618521557913886,0.7582342823346456,0.31289994716644287,0.8588126301765442,0.7544898986816406
0.3020464073527943,0.8704214294751486,0.7715214954482185,0.30279095470905304,0.8648978471755981,0.7638655006885529
0.295270023020831,0.8737231426768832,0.7765466703308953,0.2958228290081024,0.870008111000061,0.7716741561889648
0.2879904635024793,0.8772702482011583,0.7822629676924812,0.2883938401937485,0.8731517195701599,0.7766989767551422
0.2848788806886384,0.8783634371227689,0.7837605741288927,0.285264253616333,0.8767245709896088,0.7819114923477173
0.2806261759815794,0.8824929263856676,0.7903399997287326,0.2813287079334259,0.8788129985332489,0.7850892543792725
0.27754793112928217,0.8813028269343905,0.7883634236123827,0.27796027064323425,0.8810248374938965,0.7885612547397614
0.2762560853452394,0.8840880129072402,0.7927693592177497,0.2758128494024277,0.8816518783569336,0.7895419895648956
0.27362841006481287,0.8842270175615946,0.7930194470617506,0.27321529388427734,0.8824392855167389,0.7908604741096497
0.2723871252753518,0.8849152392811246,0.7941037747595046,0.2720874696969986,0.8834212422370911,0.7924358546733856
0.2701924280686812,0.8852953447235955,0.7948291566636827,0.26995089650154114,0.8829761445522308,0.7918805778026581
0.271970941713362,0.8823873268233405,0.790321946144104,0.27211880683898926,0.8798864781856537,0.7871330976486206
0.2685115834077199,0.8841858704884847,0.7930905421574911,0.2683286964893341,0.8832716643810272,0.7923939824104309
0.26936889778483997,0.8877693216005961,0.7987970974710252,0.2688468247652054,0.8844983875751495,0.7942165732383728
0.26791281320831994,0.885432223478953,0.7950627472665575,0.2679254412651062,0.884044349193573,0.7935985922813416
0.2698484334078702,0.8846413228246901,0.7939836647775438,0.26987406611442566,0.8810433447360992,0.7889620363712311
