k,channels,n_total,n_train,n_val,train_loss,train_iou,train_dice,train_prec,train_rec,val_loss,val_iou,val_dice,val_prec,val_rec
3,dsDNA|P|Ca,41,33,8,0.406805696812543,0.6679910487598844,0.7982761396302117,0.7697313759062026,0.8398272527588738,0.41766488552093506,0.6469507813453674,0.774684339761734,0.7638736367225647,0.8266399502754211
5,dsDNA|P|Ca|Na|CD56,41,33,8,0.4189787796049407,0.6597496734725105,0.7898003458976746,0.738165040810903,0.8609791729185317,0.4326730966567993,0.6354494392871857,0.7633824348449707,0.7055256068706512,0.8508490025997162
2,dsDNA|P,41,33,8,0.46073537342476123,0.6533182528283861,0.7835607992278205,0.828815738360087,0.7579064965248108,0.46728183329105377,0.6366366147994995,0.7609359622001648,0.8112496137619019,0.7550377249717712
4,dsDNA|P|Ca|Na,41,33,8,0.4719293704538634,0.6137193044026693,0.7523971531126235,0.7594765755865309,0.7627400292290581,0.4757542610168457,0.6149150431156158,0.7478028237819672,0.7350681126117706,0.7858711183071136
6,dsDNA|P|Ca|Na|CD56|CD209,41,33,8,0.4385943656617945,0.6351211269696554,0.7719307012028165,0.7808760272132026,0.7761120928658379,0.44818761944770813,0.6163510382175446,0.747335821390152,0.7750860154628754,0.7588154077529907
1,dsDNA,41,33,8,0.44784447279843415,0.6105788615014818,0.7546733154190911,0.7877302964528402,0.7330590354071723,0.45546892285346985,0.6035096645355225,0.7463729083538055,0.7812547385692596,0.7279515266418457
8,dsDNA|P|Ca|Na|CD56|CD209|CD31|Keratin17,41,33,8,0.48329714753411035,0.5935829348034329,0.7288148932986789,0.7035583390129937,0.8070257107416788,0.4887235015630722,0.5777860879898071,0.7000824213027954,0.6525819003582001,0.8164360821247101
7,dsDNA|P|Ca|Na|CD56|CD209|CD31,41,33,8,0.5376091292410186,0.5296006898085276,0.673135068681505,0.7733133832613627,0.6408699154853821,0.599357083439827,0.5592723488807678,0.6815603971481323,0.7531266212463379,0.6770142316818237
9,dsDNA|P|Ca|Na|CD56|CD209|CD31|Keratin17|CD45RO,41,33,8,0.5100332751418605,0.533628887600369,0.6764473385281033,0.7632458342446221,0.6499457094404433,0.5148701220750809,0.526777595281601,0.6613147556781769,0.7162236869335175,0.6458251476287842
